timestamp,source,repo,branch,commit,pr,run_id,suite,device_id,device_label,device_soc,device_tier,device_api,model_name,model_runtime,model_backend,case,passed,expected_tool,actual_tool,expected_result_mode,actual_result_mode,chip_present,skill_result_present,message_saved,retry_seen,slot_fill_seen,failure_category,failures
2026-06-10T13:58:56Z,on_device,NickMonrad/kernel-ai-assistant,issue/1162-s23u-baseline,750702792074367a6800df6079c968fdb9149539,,on_device-2026-06-10T13-58-56Z-s23-ultra,llm_tools,s23-ultra,S23 Ultra,Snapdragon 8 Gen 2,reference,35,Gemma-4 E4B,LiteRT,GPU,query_wikipedia_natural,False,query_wikipedia,,direct_reply,unknown,False,False,False,False,False,model_tool_generation_miss,"No tool_chip_visible marker found; tool name: expected 'query_wikipedia', got None; field 'query': missing; No native-tool or legacy-tool marker found; No ChatMessage.toolCall persistence marker found; result mode: expected 'direct_reply', got 'unknown'"
2026-06-10T13:58:56Z,on_device,NickMonrad/kernel-ai-assistant,issue/1162-s23u-baseline,750702792074367a6800df6079c968fdb9149539,,on_device-2026-06-10T13-58-56Z-s23-ultra,llm_tools,s23-ultra,S23 Ultra,Snapdragon 8 Gen 2,reference,35,Gemma-4 E4B,LiteRT,GPU,save_memory_durable_fact,False,save_memory,,success,unknown,False,False,False,False,False,model_tool_generation_miss,"No tool_chip_visible marker found; tool name: expected 'save_memory', got None; field 'content': missing; No native-tool or legacy-tool marker found; No ChatMessage.toolCall persistence marker found; result mode: expected 'success', got 'unknown'"
2026-06-10T13:58:56Z,on_device,NickMonrad/kernel-ai-assistant,issue/1162-s23u-baseline,750702792074367a6800df6079c968fdb9149539,,on_device-2026-06-10T13-58-56Z-s23-ultra,llm_tools,s23-ultra,S23 Ultra,Snapdragon 8 Gen 2,reference,35,Gemma-4 E4B,LiteRT,GPU,get_system_info_natural,False,get_system_info,,direct_reply,unknown,False,False,False,False,False,model_tool_generation_miss,"No tool_chip_visible marker found; tool name: expected 'get_system_info', got None; No native-tool or legacy-tool marker found; No ChatMessage.toolCall persistence marker found; result mode: expected 'direct_reply', got 'unknown'"
